age,gender,customer_type,travel_type,flight_class,flight_distance,departure_delay,arrival_delay,seat_comfort,inflight_wifi,food_and_drink,cleanliness,baggage_handling,checkin_service,onboard_service,satisfaction
51,Female,Returning,Business,Economy,1435,36,139,3,5,3,2,5,2,1,0
57,Male,Returning,Business,Economy,2672,172,136,2,3,3,1,4,5,3,0
44,Female,Returning,Business,Economy,3629,85,104,4,2,2,3,3,2,3,0
30,Male,Returning,Personal,Economy,1249,15,48,4,2,5,1,1,3,4,1
62,Female,First-time,Personal,Economy,1673,115,82,5,5,5,4,5,4,5,1
50,Male,Returning,Personal,Business,1256,117,16,5,4,5,2,5,5,3,1
23,Female,Returning,Personal,Economy,2001,13,53,3,5,3,5,2,4,2,1
41,Male,Returning,Business,Economy,3241,138,111,5,5,4,4,1,5,4,1
36,Female,Returning,Personal,Economy,2782,86,171,4,1,2,5,3,3,1,0
33,Male,Returning,Business,Economy,1603,161,159,1,4,3,1,4,4,5,0
57,Female,Returning,Personal,Economy,670,103,162,2,5,5,3,3,4,4,0
45,Female,First-time,Personal,Business,3280,140,48,4,3,3,4,2,5,3,1
50,Female,Returning,Personal,Business,2596,166,181,5,2,3,2,3,4,4,0
65,Female,Returning,Personal,Economy,2425,43,143,2,3,3,5,4,4,2,1
58,Female,Returning,Personal,Economy,3266,27,84,2,3,5,4,1,3,2,1
30,Female,Returning,Business,Business,4445,167,11,3,3,4,3,2,5,2,1
60,Female,First-time,Personal,Economy,3042,15,125,5,4,1,2,5,5,5,1
62,Female,Returning,Personal,Economy,4321,49,97,3,4,2,2,5,1,4,0
42,Female,Returning,Personal,Economy,2664,114,135,2,4,2,5,1,5,4,1
59,Male,First-time,Personal,Economy,1062,155,148,3,2,3,4,3,3,3,0
53,Male,Returning,Business,Economy,4362,67,47,5,1,4,4,5,4,1,1
44,Female,First-time,Personal,Business,1304,91,135,4,5,5,2,2,1,2,0
55,Male,Returning,Business,Business,4055,120,27,1,5,1,1,4,4,1,0
24,Female,Returning,Personal,Economy,3146,139,79,4,1,1,2,3,5,1,0
22,Female,Returning,Business,Economy,649,15,9,2,5,3,3,4,2,2,1
60,Male,Returning,Business,Business,3264,52,51,4,3,3,4,3,4,2,1
62,Female,Returning,Business,Economy,986,48,142,3,2,5,5,2,5,3,1
68,Female,Returning,Business,Economy,4937,163,131,5,5,5,4,4,3,5,1
48,Male,Returning,Business,Economy,3426,61,89,4,2,5,2,2,5,2,1
40,Male,Returning,Personal,Economy,4756,83,61,4,1,3,3,4,1,1,0
59,Female,Returning,Business,Economy,3055,153,106,5,5,4,1,3,2,3,0
27,Male,First-time,Personal,Economy,3824,55,131,3,2,3,4,2,2,4,1
49,Male,Returning,Business,Economy,3924,119,40,1,3,3,2,3,2,3,0
60,Female,First-time,Business,Business,3032,89,98,4,3,1,2,3,3,2,0
47,Male,Returning,Personal,Economy,1993,149,54,2,1,5,2,4,2,2,0
56,Male,Returning,Business,Economy,3192,119,27,3,4,2,3,4,4,5,1
48,Female,Returning,Business,Economy,4111,72,100,3,5,5,2,2,3,3,0
35,Male,Returning,Business,Economy,4480,68,46,4,3,4,2,5,5,2,1
53,Male,Returning,Business,Economy,984,176,136,5,3,4,2,1,1,1,0
19,Female,Returning,Personal,Economy,4640,97,129,4,1,5,4,4,3,1,0
31,Female,First-time,Business,Economy,3219,1,194,4,3,5,2,3,1,3,0
30,Female,First-time,Business,Economy,4056,52,116,5,5,3,3,1,3,5,1
46,Male,First-time,Personal,Business,3583,118,107,2,1,2,4,2,5,3,1
29,Female,Returning,Personal,Economy,4991,6,175,5,2,3,2,1,1,5,1
56,Female,First-time,Business,Economy,4326,147,68,4,1,1,1,1,3,1,0
19,Male,Returning,Business,Economy,1456,157,27,1,5,1,3,5,1,2,0
49,Female,Returning,Personal,Economy,3361,74,78,5,5,4,1,5,2,4,1
30,Female,First-time,Business,Business,4745,94,13,2,2,4,3,1,2,2,0
63,Female,Returning,Personal,Business,2629,2,45,5,1,2,1,5,2,1,1
44,Female,Returning,Business,Economy,1592,78,140,5,5,4,2,5,4,1,0
66,Male,First-time,Personal,Economy,2184,16,15,3,5,1,1,1,2,2,0
58,Female,Returning,Personal,Economy,1860,111,167,3,2,2,1,4,2,2,0
34,Female,Returning,Personal,Economy,1283,51,199,4,4,1,3,5,5,1,0
57,Male,Returning,Business,Economy,2367,6,157,4,1,5,2,1,1,2,0
48,Female,Returning,Business,Economy,2163,111,80,5,5,5,3,4,1,4,1
51,Male,Returning,Business,Business,2279,132,192,1,3,2,2,5,2,4,0
41,Male,Returning,Business,Economy,2036,53,57,4,2,3,5,1,1,3,1
62,Male,First-time,Personal,Economy,2752,60,47,5,4,4,4,5,3,4,1
52,Female,Returning,Personal,Economy,2218,108,48,5,4,2,4,4,2,1,1
65,Male,Returning,Personal,Economy,1000,15,88,5,2,4,3,1,2,1,1
23,Male,First-time,Business,Economy,4346,46,129,5,4,1,2,4,4,3,1
36,Male,Returning,Business,Economy,2373,47,13,5,5,3,1,3,3,5,1
47,Female,Returning,Business,Economy,4961,120,102,3,4,4,4,2,2,3,0
24,Female,Returning,Personal,Economy,4053,63,120,2,1,5,3,3,2,5,1
27,Female,Returning,Business,Business,694,49,144,2,3,5,3,5,1,5,0
58,Female,Returning,Business,Economy,2256,40,122,5,5,1,3,4,2,2,1
49,Female,Returning,Personal,Economy,3348,21,158,4,2,2,2,1,2,4,1
51,Female,Returning,Personal,Economy,3752,114,137,1,3,4,3,4,2,5,0
45,Female,Returning,Business,Business,822,4,69,5,5,1,5,5,2,2,1
32,Male,Returning,Personal,Economy,1862,144,102,1,3,5,1,1,4,3,0
47,Male,Returning,Business,Economy,3209,100,101,3,4,5,3,3,3,3,0
54,Male,Returning,Personal,Business,3149,77,164,2,2,5,2,4,4,5,0
46,Male,Returning,Personal,Economy,849,40,63,3,2,3,1,2,1,2,0
39,Female,Returning,Personal,Economy,1768,91,157,4,1,3,1,5,5,1,0
21,Male,Returning,Business,Economy,1132,162,161,4,4,5,4,5,2,4,0
37,Male,First-time,Business,Business,4782,167,17,5,1,2,3,4,1,5,1
49,Male,Returning,Business,Economy,1721,21,62,4,1,3,3,3,5,1,1
53,Male,Returning,Personal,Economy,585,175,48,4,4,4,2,3,2,4,0
67,Female,First-time,Personal,Economy,3045,52,55,3,5,3,5,2,2,1,1
21,Female,Returning,Personal,Business,4065,92,90,1,1,4,5,2,5,2,1
44,Female,Returning,Personal,Economy,4764,9,57,2,3,3,4,4,4,5,1
34,Male,Returning,Business,Economy,1745,145,154,4,5,5,5,1,5,1,1
29,Female,First-time,Business,Business,1766,48,54,4,4,4,2,3,5,1,1
39,Male,Returning,Business,Economy,2076,70,84,3,2,2,4,1,3,1,0
34,Female,Returning,Personal,Business,3955,157,18,2,5,3,3,1,2,5,1
27,Female,First-time,Personal,Business,1214,18,150,3,1,3,5,4,2,2,1
18,Female,Returning,Business,Business,587,54,102,1,3,5,2,2,4,2,0
39,Female,Returning,Personal,Economy,4490,20,111,3,4,4,2,1,4,1,0
43,Female,First-time,Business,Economy,2388,25,107,2,2,5,3,4,3,2,0
35,Male,Returning,Personal,Business,4726,27,46,2,3,4,2,2,3,4,1
67,Female,Returning,Personal,Business,2104,166,106,4,2,3,4,1,3,2,0
31,Male,Returning,Business,Economy,1478,160,193,1,4,3,4,1,4,1,0
64,Male,First-time,Business,Business,2851,39,178,5,5,3,1,2,5,4,1
46,Male,First-time,Personal,Economy,4670,28,83,4,1,3,3,2,2,5,1
29,Male,First-time,Business,Economy,1888,19,155,3,4,1,2,5,2,3,0
53,Male,Returning,Business,Economy,2256,19,127,3,3,3,5,5,1,2,1
52,Female,Returning,Personal,Business,2075,73,184,2,5,3,4,4,4,4,1
69,Female,First-time,Personal,Economy,1287,139,57,2,2,4,3,4,4,3,0
29,Female,First-time,Personal,Economy,1503,119,142,2,5,3,3,3,3,5,0
24,Female,Returning,Business,Business,3630,96,143,5,5,3,4,5,1,3,0
46,Male,Returning,Personal,Economy,1419,119,96,5,3,4,1,2,1,5,0
28,Female,Returning,Personal,Economy,496,24,46,4,1,3,3,5,4,1,1
50,Female,Returning,Personal,Economy,4275,152,190,5,5,3,2,4,3,1,0
23,Male,Returning,Personal,Economy,825,3,139,2,5,5,5,4,2,5,1
64,Male,First-time,Personal,Economy,1710,3,102,4,1,1,5,4,3,3,1
32,Female,Returning,Business,Business,4803,136,170,4,1,4,4,2,2,2,0
49,Female,Returning,Personal,Economy,1592,142,83,1,2,5,3,1,4,3,0
68,Male,Returning,Personal,Business,1494,25,156,5,2,2,5,4,3,3,1
28,Female,Returning,Business,Economy,2248,78,48,3,1,2,3,5,1,2,0
40,Female,First-time,Personal,Economy,3955,89,130,3,4,1,4,1,5,3,1
43,Female,First-time,Personal,Economy,2517,70,111,1,1,2,1,5,1,3,0
51,Female,Returning,Business,Economy,4554,159,196,2,2,1,5,4,2,4,0
63,Male,First-time,Personal,Economy,3880,75,59,1,3,2,2,2,4,5,1
51,Male,First-time,Business,Economy,1317,98,65,2,3,2,4,1,3,1,0
46,Male,First-time,Personal,Economy,3453,179,86,5,5,5,1,1,4,5,1
21,Female,First-time,Business,Economy,3890,126,125,5,3,2,2,4,4,3,1
34,Female,Returning,Business,Economy,4507,31,25,4,2,1,2,4,2,2,1
52,Female,First-time,Personal,Economy,4369,8,70,4,3,3,5,4,4,2,1
30,Female,Returning,Business,Business,347,77,73,4,4,3,3,3,3,1,0
58,Female,Returning,Business,Economy,3963,12,196,4,1,3,4,2,1,1,0
56,Male,Returning,Personal,Economy,4771,123,46,3,1,1,2,2,4,1,0
32,Female,First-time,Personal,Business,1127,171,75,4,2,1,5,4,3,2,1
46,Female,Returning,Business,Business,2389,95,95,4,5,3,1,3,3,3,0
46,Male,First-time,Personal,Economy,2356,82,169,4,1,2,2,4,2,1,0
28,Female,Returning,Business,Economy,1118,157,30,2,3,3,1,4,4,1,0
69,Male,Returning,Business,Economy,4284,143,21,4,4,4,4,2,2,2,1
49,Male,Returning,Personal,Economy,3980,139,16,1,5,1,5,3,1,3,0
19,Male,Returning,Personal,Business,2111,17,147,4,5,4,1,2,1,1,0
64,Male,Returning,Business,Economy,3414,140,135,4,5,4,3,4,3,3,0
31,Male,Returning,Personal,Economy,1929,92,97,3,1,1,1,5,4,4,0
37,Female,Returning,Personal,Business,1843,23,48,4,5,3,1,1,3,1,0
39,Male,Returning,Business,Economy,3879,101,86,2,2,5,5,4,4,1,0
28,Male,Returning,Business,Economy,2204,139,37,5,3,4,5,3,2,2,1
44,Female,Returning,Business,Business,1736,59,52,4,4,3,2,5,1,4,1
20,Female,Returning,Business,Economy,3617,59,27,4,3,5,1,3,1,4,1
34,Male,Returning,Business,Business,3820,99,76,4,2,4,1,4,2,4,0
61,Female,Returning,Business,Business,3359,0,156,3,2,3,5,4,5,5,1
45,Female,Returning,Personal,Economy,4416,42,199,5,3,4,3,1,5,2,1
46,Male,First-time,Business,Economy,1298,54,138,3,1,3,5,3,5,2,1
38,Male,Returning,Personal,Economy,1731,167,174,3,2,2,3,5,4,1,0
64,Female,First-time,Personal,Economy,4852,33,172,3,5,2,5,1,2,2,0
33,Male,Returning,Business,Economy,3361,33,17,2,4,1,4,3,4,1,1
54,Male,First-time,Personal,Economy,564,175,49,5,4,5,1,4,4,1,0
37,Female,First-time,Business,Business,4031,160,88,2,2,4,3,1,2,5,0
23,Male,Returning,Personal,Economy,2574,157,176,2,5,4,4,4,4,2,0
36,Male,Returning,Business,Economy,4175,109,149,5,3,3,3,2,2,2,0
22,Male,First-time,Business,Economy,3617,83,44,2,4,5,2,2,5,5,1
20,Male,Returning,Business,Business,2346,89,188,5,5,4,2,1,5,5,1
18,Male,First-time,Business,Economy,3444,78,126,4,5,5,1,1,4,2,0
55,Female,First-time,Personal,Economy,3521,70,92,3,1,5,4,3,1,2,0
32,Female,Returning,Personal,Business,3440,70,20,2,2,2,4,5,2,1,0
51,Male,Returning,Personal,Economy,1553,113,198,5,5,4,2,5,3,3,0
52,Female,First-time,Personal,Economy,1022,28,188,1,3,4,1,2,3,1,0
66,Male,Returning,Personal,Business,383,150,75,2,4,1,2,2,4,4,0
42,Male,First-time,Business,Economy,3670,161,163,2,1,5,4,2,1,4,0
41,Male,Returning,Business,Business,4119,142,151,5,3,3,3,4,2,3,0
29,Male,Returning,Business,Economy,3664,96,159,1,4,2,4,5,5,5,1
35,Male,Returning,Business,Economy,2057,52,90,1,2,1,1,1,4,4,0
32,Female,Returning,Business,Business,4618,144,186,4,3,2,4,2,2,5,0
61,Female,Returning,Personal,Economy,3080,63,95,2,4,3,5,3,2,5,1
33,Male,Returning,Business,Economy,3587,60,95,3,1,1,4,1,2,1,0
44,Female,First-time,Business,Business,2752,107,74,2,4,2,5,1,1,5,1
25,Male,Returning,Personal,Business,628,36,109,3,5,3,2,1,2,3,0
63,Female,Returning,Personal,Business,725,134,81,3,1,1,5,5,1,1,0
42,Male,First-time,Business,Economy,1069,7,127,5,3,3,4,2,1,3,1
34,Female,First-time,Business,Economy,4275,77,102,2,2,1,4,3,2,5,1
46,Male,Returning,Personal,Economy,907,67,132,5,1,4,4,4,5,4,1
25,Male,Returning,Business,Economy,2152,20,143,4,1,4,1,3,2,5,1
32,Female,First-time,Business,Business,2972,93,138,3,1,2,2,3,5,3,0
44,Female,First-time,Business,Economy,2424,74,34,1,4,5,5,3,4,2,1
63,Male,Returning,Personal,Economy,1600,156,111,3,5,5,3,4,3,2,0
67,Female,Returning,Business,Economy,765,152,169,4,2,3,5,3,4,4,1
69,Male,Returning,Business,Economy,2264,141,86,3,2,1,4,3,1,3,0
24,Female,Returning,Personal,Business,2245,77,118,5,5,4,3,2,4,4,1
20,Female,First-time,Personal,Economy,2839,65,97,2,4,5,3,2,3,1,0
46,Male,Returning,Personal,Economy,2660,157,80,1,4,4,5,2,3,5,1
61,Female,Returning,Business,Business,2339,145,137,5,5,3,5,1,5,1,1
41,Female,Returning,Personal,Economy,1484,53,81,2,5,3,5,3,4,2,1
20,Male,First-time,Business,Economy,4234,99,135,1,3,1,5,5,1,5,0
37,Female,Returning,Personal,Economy,3517,20,25,4,4,5,2,5,1,1,0
63,Male,Returning,Business,Economy,3082,52,2,3,1,3,1,5,5,2,1
32,Male,Returning,Personal,Economy,1077,82,58,1,2,3,1,4,5,1,0
42,Male,Returning,Business,Business,3679,143,115,4,4,4,5,2,4,5,1
47,Male,First-time,Business,Economy,2718,155,130,2,5,2,1,2,5,1,0
31,Male,Returning,Personal,Business,4377,3,165,1,1,5,5,2,3,5,1
24,Female,Returning,Personal,Business,4562,54,129,4,3,1,5,4,1,1,0
34,Male,Returning,Business,Economy,2739,14,144,2,3,1,5,3,3,4,1
61,Male,Returning,Personal,Economy,2289,63,35,5,1,4,2,1,2,1,1
37,Female,Returning,Business,Economy,1366,111,85,3,1,1,4,2,3,1,0
53,Female,Returning,Personal,Economy,1244,143,97,4,5,3,1,3,1,4,0
26,Female,Returning,Personal,Business,328,117,123,5,5,5,1,5,2,2,0
55,Male,First-time,Business,Economy,2197,19,72,2,2,1,2,1,4,5,1
65,Male,Returning,Personal,Economy,1997,63,109,1,2,5,2,5,2,3,0
39,Male,Returning,Personal,Economy,3114,32,121,3,3,1,5,3,5,2,1
19,Female,Returning,Business,Economy,3665,80,129,2,1,2,5,3,1,5,1
41,Male,Returning,Business,Economy,2788,125,161,4,3,2,4,5,5,1,0
25,Female,Returning,Personal,Economy,1965,68,26,3,5,5,1,1,3,2,0
28,Male,Returning,Business,Economy,4919,166,164,5,4,2,2,5,4,1,0
30,Female,Returning,Personal,Economy,1870,163,198,3,5,2,4,5,1,2,0
34,Male,Returning,Personal,Economy,2033,93,149,5,4,3,1,5,4,2,0
25,Male,Returning,Business,Economy,1059,67,67,2,1,1,4,1,1,3,0
38,Male,First-time,Business,Economy,2457,86,13,1,1,2,4,4,5,4,1
35,Female,First-time,Business,Economy,1651,20,97,3,1,5,5,1,3,2,1
47,Female,Returning,Business,Economy,3776,62,22,1,2,3,4,5,2,1,0
35,Male,First-time,Business,Economy,1568,84,171,1,2,2,5,2,4,3,0
63,Male,First-time,Business,Business,2085,133,192,3,4,5,1,2,1,2,0
64,Male,Returning,Personal,Economy,4249,23,114,3,3,1,1,3,1,4,0
48,Female,Returning,Personal,Economy,2907,110,111,1,3,2,5,4,4,1,0
55,Male,Returning,Business,Business,698,94,95,4,4,5,3,3,2,3,0
49,Male,Returning,Personal,Business,2930,82,77,4,2,5,4,3,3,5,1
28,Male,Returning,Personal,Economy,2746,101,60,3,5,4,1,2,1,4,0
62,Male,Returning,Personal,Economy,1969,77,84,1,4,5,4,1,1,5,0
42,Female,First-time,Personal,Economy,538,177,182,1,3,4,3,3,4,5,0
50,Female,Returning,Business,Economy,3836,123,70,2,4,1,4,3,4,3,1
55,Male,Returning,Personal,Business,4161,139,84,1,4,1,3,4,1,3,0
58,Male,Returning,Personal,Economy,3403,119,49,4,1,3,2,2,1,3,0
25,Female,Returning,Business,Economy,1446,14,139,2,2,4,3,1,1,5,0
28,Female,Returning,Business,Economy,1857,82,14,4,1,5,1,4,5,1,1
39,Male,First-time,Business,Economy,4038,167,144,5,2,3,5,1,1,3,0
68,Female,Returning,Business,Economy,2457,168,33,3,4,3,5,1,3,4,1
41,Female,Returning,Personal,Business,3751,5,34,5,2,1,4,3,3,3,1
58,Male,Returning,Business,Economy,599,66,38,3,3,5,2,4,2,3,1
34,Female,First-time,Personal,Economy,3998,160,182,4,1,4,4,3,4,3,0
29,Female,Returning,Personal,Economy,4353,170,186,4,4,1,3,5,2,5,0
63,Male,Returning,Business,Economy,548,121,132,5,3,3,5,1,1,1,0
49,Male,First-time,Business,Economy,2868,148,29,3,2,2,3,4,4,3,1
32,Female,Returning,Business,Business,4429,83,131,3,2,3,5,2,1,5,1
33,Male,Returning,Business,Economy,4623,110,142,2,3,2,5,3,4,4,1
39,Female,Returning,Business,Business,4980,144,102,1,2,1,5,5,5,1,0
45,Male,Returning,Business,Economy,3160,135,162,2,1,4,1,5,5,5,0
37,Female,Returning,Personal,Economy,1023,63,73,4,5,5,3,5,5,2,1
50,Male,Returning,Personal,Economy,869,125,54,5,2,2,4,3,2,4,1
27,Female,Returning,Personal,Economy,519,27,193,3,4,5,2,2,4,4,1
57,Female,First-time,Personal,Business,1694,97,59,2,2,1,4,4,2,2,0
49,Female,Returning,Business,Economy,3134,140,23,5,4,1,3,1,4,5,1
67,Male,First-time,Business,Economy,2422,12,21,5,2,1,2,2,1,5,1
50,Male,First-time,Personal,Economy,4531,165,171,1,2,4,4,3,5,4,0
19,Female,Returning,Personal,Business,4300,152,31,3,4,2,2,4,5,5,1
50,Female,Returning,Personal,Economy,4649,150,94,5,1,5,3,1,4,2,1
50,Male,Returning,Business,Economy,3389,85,82,3,5,3,5,4,2,5,1
58,Male,Returning,Business,Economy,349,20,178,2,5,1,3,1,2,4,0
30,Male,Returning,Business,Economy,814,62,2,5,1,5,1,1,3,5,1
47,Male,First-time,Personal,Economy,3091,157,69,5,2,5,2,5,5,1,1
50,Male,Returning,Personal,Business,3078,110,159,2,5,4,3,3,5,2,0
30,Male,Returning,Business,Economy,2918,75,129,3,1,2,5,2,2,2,0
69,Female,Returning,Business,Economy,2137,72,87,3,1,4,5,5,5,3,1
43,Male,Returning,Personal,Economy,4971,159,108,5,5,4,3,5,2,5,1
39,Female,Returning,Personal,Economy,1465,151,58,2,4,5,4,4,3,2,0
56,Male,Returning,Business,Economy,2549,6,76,4,3,2,3,1,4,5,1
19,Male,First-time,Personal,Business,714,71,13,3,4,2,5,1,4,1,1
55,Female,Returning,Business,Business,2568,128,50,4,2,2,3,4,3,4,1
56,Female,Returning,Business,Business,1404,130,138,5,4,1,1,3,5,4,1
43,Male,Returning,Personal,Business,4958,103,77,4,3,2,4,1,1,3,1
63,Female,First-time,Personal,Economy,3656,27,79,4,3,5,3,5,5,3,1
67,Female,Returning,Personal,Economy,2716,42,9,3,1,1,5,5,2,2,1
32,Female,First-time,Business,Economy,2234,96,79,5,2,3,3,1,1,2,0
51,Female,Returning,Personal,Economy,503,45,123,4,1,4,3,1,3,2,1
59,Male,Returning,Personal,Economy,368,0,185,3,4,2,2,3,4,1,0
61,Female,First-time,Business,Economy,815,165,33,4,4,3,3,1,4,3,1
66,Male,Returning,Business,Economy,3863,101,120,3,5,2,1,3,5,3,0
57,Male,First-time,Personal,Business,4756,34,79,5,1,4,5,5,4,4,1
28,Male,Returning,Business,Economy,1764,53,52,2,1,5,2,3,5,3,1
20,Male,Returning,Business,Business,1952,23,155,3,1,5,3,1,2,3,0
23,Female,First-time,Business,Economy,1006,155,17,3,1,4,4,2,2,1,0
26,Female,First-time,Personal,Economy,1925,21,153,4,3,3,1,1,3,2,0
23,Male,Returning,Personal,Economy,4085,15,101,5,5,1,1,2,2,1,0
26,Male,First-time,Business,Economy,1645,12,134,1,2,1,1,5,5,5,1
56,Male,First-time,Business,Economy,643,99,172,1,2,2,2,4,4,4,0
48,Male,Returning,Business,Economy,4086,99,97,2,2,4,3,5,2,4,0
49,Female,Returning,Personal,Economy,835,61,44,5,3,4,1,5,2,4,1
58,Male,Returning,Business,Economy,654,170,198,3,5,1,3,5,5,2,0
67,Female,First-time,Business,Economy,3842,86,34,1,5,3,4,3,2,2,0
29,Male,First-time,Personal,Economy,1282,77,179,2,3,4,3,5,4,2,0
25,Male,First-time,Business,Economy,1645,159,113,5,1,5,3,4,4,4,1
25,Male,First-time,Personal,Economy,3309,66,20,2,4,5,3,1,4,4,1
67,Male,Returning,Personal,Economy,826,90,155,1,1,4,5,2,4,4,1
45,Female,Returning,Personal,Economy,1230,176,95,4,2,3,2,5,1,5,0
37,Female,First-time,Business,Economy,3056,32,43,4,1,5,3,2,4,5,1
64,Female,Returning,Business,Economy,2582,114,79,5,3,3,1,5,1,4,0
24,Male,Returning,Personal,Business,2246,18,55,2,2,1,5,3,4,2,1
28,Male,Returning,Business,Economy,4227,163,137,3,4,2,3,2,4,2,0
37,Female,Returning,Personal,Economy,2841,123,150,1,2,1,5,5,5,5,1
33,Female,Returning,Business,Economy,2216,142,175,4,1,2,2,5,4,5,0
21,Male,First-time,Personal,Economy,3660,119,179,4,5,5,5,4,2,4,1
23,Male,First-time,Personal,Economy,1893,96,142,2,5,2,1,4,4,4,0
39,Female,Returning,Business,Economy,3225,23,54,4,5,2,3,4,3,2,1
43,Male,First-time,Business,Economy,3925,26,42,2,2,4,1,3,5,3,1
20,Male,Returning,Business,Economy,1523,176,49,1,5,2,4,2,5,2,0
58,Female,Returning,Business,Economy,2259,74,5,2,3,4,5,3,4,2,1
59,Male,Returning,Personal,Economy,1265,22,160,4,4,2,5,1,3,4,1
31,Female,Returning,Personal,Economy,3978,160,61,2,5,4,5,5,4,3,1
28,Male,Returning,Business,Economy,4612,40,54,4,3,5,2,5,2,3,1
35,Female,Returning,Business,Economy,922,55,166,5,3,5,1,5,5,4,1
29,Male,Returning,Personal,Business,4748,156,139,4,2,2,4,4,5,1,0
40,Female,First-time,Business,Business,2672,158,115,4,2,3,2,5,3,4,0
29,Female,Returning,Business,Economy,3248,97,30,4,4,5,2,4,1,5,1
30,Female,First-time,Business,Economy,3599,145,73,5,4,1,3,1,3,3,1
42,Female,Returning,Business,Economy,1468,5,180,3,1,1,4,3,2,4,1
62,Male,Returning,Personal,Economy,691,179,33,4,4,4,5,3,3,2,1
68,Male,Returning,Personal,Business,4109,39,168,3,2,3,5,3,1,2,0
36,Female,Returning,Business,Business,2707,41,9,1,3,4,3,4,2,2,0
63,Male,Returning,Personal,Economy,4560,31,51,2,1,2,5,2,2,4,1
53,Male,Returning,Business,Economy,880,9,184,3,4,5,1,2,1,1,0
62,Male,First-time,Business,Economy,1120,68,77,1,3,3,5,1,4,5,1
25,Male,Returning,Business,Economy,1547,8,2,2,2,4,1,2,3,2,1
46,Male,Returning,Personal,Business,423,68,184,4,5,4,3,1,2,4,0
49,Female,Returning,Personal,Business,4739,138,160,4,1,1,3,5,3,1,0
68,Female,Returning,Personal,Economy,2174,98,134,4,3,2,1,3,1,3,0
61,Female,First-time,Personal,Economy,823,73,3,5,2,4,5,4,5,3,1
35,Female,Returning,Personal,Economy,3423,102,166,5,2,1,3,1,1,5,0
23,Male,Returning,Business,Economy,4524,122,47,5,1,3,3,4,3,4,1
35,Male,Returning,Business,Business,3498,101,73,5,1,4,1,4,2,4,1
36,Female,First-time,Personal,Economy,3085,7,78,1,4,1,3,3,3,2,0
39,Male,Returning,Personal,Economy,2418,176,143,1,4,2,5,5,5,1,0
54,Male,Returning,Personal,Economy,1510,151,165,4,1,5,3,5,2,5,0
49,Female,First-time,Business,Business,1326,160,3,2,1,3,1,2,5,1,0
58,Male,Returning,Personal,Economy,4417,18,3,5,3,4,5,5,4,5,1
20,Female,Returning,Business,Business,4561,1,119,2,4,1,4,3,1,4,1
45,Female,Returning,Business,Business,797,54,118,1,2,4,1,4,4,4,0
27,Male,Returning,Personal,Business,4829,138,154,5,4,5,4,1,3,5,1
68,Male,Returning,Business,Economy,3105,16,16,1,4,4,3,1,4,1,1
52,Female,Returning,Business,Economy,1993,169,95,1,1,4,5,5,1,3,0
46,Female,Returning,Personal,Economy,1024,60,69,3,1,1,3,2,2,3,1
32,Male,First-time,Business,Economy,675,130,181,1,4,5,5,1,5,2,0
50,Female,First-time,Personal,Economy,4698,85,96,4,5,3,2,2,2,2,0
24,Female,Returning,Business,Economy,2752,34,7,1,5,1,3,1,4,1,1
29,Female,Returning,Personal,Economy,4159,102,113,5,4,5,3,2,3,4,1
66,Male,First-time,Personal,Business,1986,65,180,4,5,5,3,2,4,1,0
47,Female,Returning,Business,Economy,556,0,4,1,4,4,1,4,1,5,1
38,Male,Returning,Personal,Economy,4794,134,196,4,1,2,5,3,1,3,0
48,Female,First-time,Business,Business,3900,147,46,1,1,2,5,1,3,2,0
41,Male,Returning,Business,Business,350,170,39,4,1,3,5,5,2,1,0
37,Female,First-time,Personal,Business,894,118,121,2,2,4,1,3,1,1,0
54,Male,Returning,Business,Economy,4173,133,134,3,1,2,5,4,1,5,1
21,Male,Returning,Personal,Business,3736,54,139,4,1,1,3,4,3,4,1
45,Male,Returning,Business,Economy,1372,99,93,5,4,3,4,4,2,4,1
61,Female,First-time,Business,Economy,1776,20,152,3,5,4,2,5,4,3,1
37,Female,Returning,Personal,Economy,3320,50,27,3,5,1,5,1,5,2,1
41,Female,Returning,Business,Economy,1964,173,170,1,1,2,1,1,3,4,0
67,Male,Returning,Business,Economy,4792,162,76,4,1,2,1,2,2,4,0
66,Female,First-time,Business,Economy,3030,99,174,3,1,2,5,2,5,4,1
68,Male,Returning,Business,Economy,1695,7,48,5,4,2,4,2,3,1,1
49,Female,Returning,Business,Economy,4197,67,85,5,4,5,5,5,4,4,1
58,Male,Returning,Business,Economy,4924,106,53,5,4,3,1,3,4,5,1
53,Male,Returning,Business,Business,4345,143,17,1,5,3,2,1,2,3,0
51,Male,Returning,Business,Economy,2960,66,26,2,2,2,4,2,2,4,1
